spoonacular_recipe_id,title,instructions,servings,ready_in_minutes,image_url,created_at,updated_at
664929,Walnut Lentil Burgers with Tarragon,"In a skillet, heat about a tablespoon of sallower oil. Add the walnuts, carrot, mushrooms, parsley, onion and sea salt. Saut for about 5 minutes. Transfer to a large bowl. In the bowl of a food processor, process the lentils (be sure to rinse and drain them if youre using canned), 1 cup of brown rice and egg. Transfer to the bowl with the veggies and add the remaining 1 cup of brown rice. Mix well and form into patties,  cup at a time (I used a  cup measuring cup). Heat a skillet to medium low heat and add a tablespoons of olive oil. Cook the patties, about 5 at a time, for 3-4 minutes on each side. Let them cool a little before serving.",12,45,https://xeucxcfsrxiytajlaskq.supabase.co/storage/v1/object/public/recipe-images/664929.png,2026-03-14 22:23:56.286203+00,2026-03-14 22:23:56.363+00
665344,"Wild Rice With Bacon, Mushrooms & Green Onions","In a large sauce pot, saut mushrooms in butter until golden brown.  Add bacon and 1/2 of the green onions and saute just 1 minute.  Add all of the water that the box mix calls for.  Combine wild rice mix into the water and follow box instructions.
When rice is done, stir in remaining green onions and serve immediately.",6,45,https://xeucxcfsrxiytajlaskq.supabase.co/storage/v1/object/public/recipe-images/665344.jpg,2026-03-14 23:21:27.552155+00,2026-03-14 23:21:27.7+00
665491,Yakhni Puloa,"In a large pot heat 2 tablespoons of oil over medium heat. Add the cardamom, cinnamon, bay leaf, anise and saffron. Stir for to release the flavors and add the onions.
Saut for 2-3 minutes, then add the ginger and garlic and saut another 2 minutes. Add the chicken to the pot. Salt liberally and cook for 1-2 minutes.
Next add the rice and stir to coat it in oil. Add the stock and bring to a boil. Once boiling pour the sultanas on top, cover, and reduce the heat to low.
Steam the rice for 15 minutes. Then remove from heat. Stir in the chopped apricots and nuts and cover again.
Allow the puloa to sit another 5 minutes, covered. Serve with cilantro sprinkled on top! Serves 4.",4,45,https://xeucxcfsrxiytajlaskq.supabase.co/storage/v1/object/public/recipe-images/665491.jpg,2026-03-14 23:12:58.457212+00,2026-03-14 23:12:58.596+00
665685,Zomppa's Spicy Beef Noodle Soup,"<ol><li>In a large soup pot, add the water, onion, bay leaf, sirloin (whole), garlic, peppercorns, ginger, the stalks of all the shitake mushrooms (well use caps later), and salt.</li><li>Bring to a boil, then lower to a simmer, with the cover on, for about 45-50 minutes.</li><li>Drain the stock.</li><li>Remove the meat and let sit.</li><li>Then, pour the stock (without the stock ingredients) back into the soup pot and bring to a boil.</li><li>Reduce the heat to medium/low and bring to a simmer.</li><li>Add the zucchini.</li><li>After 3 minutes then add the shitake mushroom caps (sliced or whole) and the kale.</li><li>Let the soup simmer for another 5 minutes.</li><li>In the meantime, mix, in a small bowl, the red pepper powder, sesame oil and soy sauce.</li><li>Add this mixture to the soup.</li><li>Then, sprinkle in the sugar.</li><li>Let simmer for another 5-7 minutes.</li><li>While the soup is finishing up, cook your noodles (read the instructions on packet).</li><li>Drain the noodles and turn the heat off the soup.</li><li>Place a handful of the noodles in a large soup bowl.</li><li>Add the amount of spicy beef soup that you want.</li><li>Slice your beef and add to the bowl.</li><li>Add some chopped green scallions and enjoy!</li></ol>",4,45,https://xeucxcfsrxiytajlaskq.supabase.co/storage/v1/object/public/recipe-images/665685.jpg,2026-03-14 22:22:59.412316+00,2026-03-14 22:22:59.514+00
665721,Zucchini Burgers with Lemon Herb Yogurt Sauce,"<ol><li>In a medium mixing bowl, mix  zucchini, cheese, eggs, onion, bread crumbs and wheat germ together. Melt 1 tablespoon of olive oil into a non-stick skillet over medium-high heat. Make one patty and add it the skillet. Brown each side about 8 minutes.</li><li>Meanwhile, in a small bowl mix together the yogurt, chopped herbs and lemon juice.</li><li>Place zucchini patty in between the hamburger buns, top with lettuce and the herbed yogurt.</li></ol>",1,45,https://xeucxcfsrxiytajlaskq.supabase.co/storage/v1/object/public/recipe-images/665721.jpg,2026-03-14 22:23:41.261307+00,2026-03-14 22:23:41.358+00
665823,Melt Your Heart,"Give the yogurt a good stir and spoon it into the mini heart shape ice-cube tray.
Freeze it for at least 2 hours or more till harden. (you can prepared this 1 day ahead).
Rinse and cut the strawberries into halves, serve with blueberries or any fruits of your choice together with a few yogurt cubes in short glass.",2,45,https://xeucxcfsrxiytajlaskq.supabase.co/storage/v1/object/public/recipe-images/665823.jpg,2026-03-14 22:23:36.524617+00,2026-03-14 22:23:36.618+00
667704,"Shrimp, Bacon, Avocado Pasta Salad","<p><strong>1</strong> Toss shrimp with chipotle chile powder and salt and put in the refrigerator to marinate while you make the pasta and the rest of the salad.</p><p><strong>2</strong> Put a large pot of salted water on to a boil (2 quarts of water, 1 Tbsp salt).</p><p><strong>3</strong> While the water is heating, cook the bacon. Put the bacon in a small saucepan on medium heat. Cook until most of the fat has rendered out and the bacon pieces are lightly browned. Remove bacon to a paper towel lined plate. Discard or save for future use all but one tablespoon of the rendered bacon fat (do not pour bacon fat down the drain or you will be calling your plumber).</p><p><img src=""http://www.simplyrecipes.com/wp-content/uploads/2015/06/shrimp-bacon-avocado-pasta-method-600-1.jpg"" alt=""shrimp-bacon-avocado-pasta-method-600-1""> <img src=""http://www.simplyrecipes.com/wp-content/uploads/2015/06/shrimp-bacon-avocado-pasta-method-600-3.jpg"" alt=""shrimp-bacon-avocado-pasta-method-600-3""></p><p><strong>4</strong> Increase the heat to high and add the shrimp. Sauté until done, a few minutes.</p><p><strong>5</strong> When the pasta water comes to a boil, add the pasta and cook until al dente, cooked through but still a little firm to the bite (usually 1 or 2 minutes less than what the package calls for).</p><p><strong>6</strong> Put all of the dressing ingredients into a jar, cover and shake until well blended.</p><p><strong>7</strong> When the pasta is ready, strain it and rinse with cold water. Place in a large bowl. Add the vinaigrette and toss with the shrimp, bacon, bell peppers, and onions. Add the cilantro and avocado just before serving.</p>",4,45,https://img.spoonacular.com/recipes/667704-556x370.jpg,2026-03-14 22:22:56.167851+00,2026-03-14 22:22:56.271+00
679539,Cherry Berry Coconut Almond Smoothie Bowl,,1,45,https://xeucxcfsrxiytajlaskq.supabase.co/storage/v1/object/public/recipe-images/679539.png,2026-03-14 23:18:59.6283+00,2026-03-14 23:18:59.766+00
679540,Baked Whole Wheat Breakfast Quesadilla,"I know some of your kids have already returned to school. My son's first day (of second grade! When did he get so big?! He's practically a teenager!) isn't for a couple weeks. But I'm already getting into back-to-school mode—like, how am I going to get this kid back on a regular sleeping schedule?!

One thing I've definitely got a handle on is breakfast. So when I was invited through The Daily Meal's Culinary Content Network to participate in the @Johnsonville #backtoschoolbreakfast contest, I knew I had to make some delicious breakfast quesadillas!

These quesadillas are a fun and hearty dish that will give your kids loads of energy throughout the morning. Not only do the quesadillas provide plenty of protein, they've also got fiber and carbs from the whole wheat tortillas, and Vitamin C in all the vegetables. It's a breakfast designed to be playful—but also incredibly satisfying. 

Ingredients

serves 2-4

4 whole wheat tortillas (8"")

2 breakfast sausage patties (about 3 oz.)

3 eggs, whisked

2-3 scallions, chopped, white and green parts separated

1/3 cup chopped veggies (I used a combo of zucchini plus red and yellow bell peppers)

1 cup shredded sharp cheddar

2 Tablespoons salsa

olive oil for the pan and for brushing on the tortillas

Preheat oven to 450 degrees.

Heat a skillet to medium. Break the sausages into small pieces and place in the heated pan; add scallions and the other vegetables. Cook until the crumbled meat is browned and the veggies have begun to get tender. Remove from the pan to a plate.

Wipe out the pan. Add some olive oil and set over medium-low heat. Pour in the whisked eggs, stir gently until they are set, and remove from the heat.

Brush oil (or use cooking spray) on one side of two of the tortillas; place them, oiled-side down on an ungreased baking sheet. Take half the cheese and sprinkle it over the two tortillas. Top that with a layer of eggs on each tortilla, a spoonful of salsa, and the sausage and vegetable mixture. Then top everything with the rest of the cheese. Place the last tortillas on top, press down gently, and then brush the top of the tortillas with oil.

Bake for 8-10 minutes, or until golden brown and crispy. Cut into wedges. Serve with additional chopped scallions and peppers, and with a side of salsa for dipping.

 

You can get most of this dish prepped ahead of time: chop all the veggies, shred the cheese, brown the meat—heck, you can even scramble the eggs! Then just assemble and bake the quesadillas while the kids are getting dressed for school. Super easy, I promise.

This is one hearty breakfast!

This recipe is a contest entry for a Johnsonville promotion. It is not a sponsored post. 

What do your kids like to eat for breakfast on school days?",2,45,https://xeucxcfsrxiytajlaskq.supabase.co/storage/v1/object/public/recipe-images/679540.png,2026-03-14 22:23:23.337619+00,2026-03-14 22:23:23.437+00
681708,"Summer Ricotta Flatbread w Cucumber, Tomato & Scallion",,1,45,https://xeucxcfsrxiytajlaskq.supabase.co/storage/v1/object/public/recipe-images/681708.png,2026-03-14 23:17:41.7326+00,2026-03-14 23:17:41.868+00
681713,Everything Bagel Cheese Burger,,4,45,https://xeucxcfsrxiytajlaskq.supabase.co/storage/v1/object/public/recipe-images/681713.png,2026-03-14 23:22:12.487282+00,2026-03-14 23:22:12.631+00
682659,Thai Chopped Chicken Salad Quinoa Bowls,"FOR THE THAI PEANUT SAUCETo a large, heavy-bottomed saucepan, add all of the ingredients for Thai peanut sauce and heat over medium heat.Bring the mixture to a simmer, whisking constantly, and cook for about 2 minutes.Remove from heat and cool the Thai peanut sauce to room temperature. Store in an airtight container in the fridge for about 1 week.FOR THE THAI CHOPPED CHICKEN SALAD QUINOA BOWLSAssemble your quinoa bowls, by layering, shredded chicken breast, green and red bell peppers, shredded carrots, sliced avocado and baby spinach on a bed of fully-cooked quinoa.Garnish with fresh cilantro leaves and drizzle with Thai peanut sauce.Enjoy!NOTE: Cook time reflects time to cook chicken and quinoa.",2,45,https://xeucxcfsrxiytajlaskq.supabase.co/storage/v1/object/public/recipe-images/682659.jpg,2026-03-14 23:15:23.89713+00,2026-03-14 23:15:24.043+00
685023,Slow Cooker Taco Stew,,2,45,https://xeucxcfsrxiytajlaskq.supabase.co/storage/v1/object/public/recipe-images/685023.png,2026-03-14 22:23:53.75533+00,2026-03-14 22:23:53.856+00
703177,Hoagie Slider Dip,Dice your meats and cheese into small bite size pieces and add to a large mixing bowl.Add the rest of the ingredients (except for the buns) and mix well until everything is evenly distributed.Cover and refrigerate until serving.Serve cold with hoagie slider pieces on the side.Recipe adapted from: Mary Ellen's Hoagie Dip,6,45,https://xeucxcfsrxiytajlaskq.supabase.co/storage/v1/object/public/recipe-images/703177.jpg,2026-03-14 22:23:26.258525+00,2026-03-14 22:23:26.355+00
713957,Slow Cooker Salsa Verde Chicken Tacos,"To your slow cooker, add the chicken, cream cheese, salsa verde, and salt and black pepper. Cover and cook on low for 8 hours or high for 4 hours. After it has cooked, remove the chicken from the slow cooker and shred with two forks. Transfer it back to the slow cooker and stir to coat. Season to taste with salt and black pepper.While the chicken is cooking prepare your slaw and chipotle sauce. In a medium bowl, toss the red cabbage, serrano pepper, cilantro, olive oil, lime juice, and a dash of salt and black pepper. Cover and refrigerate until you are ready to serve.To prepare the chipotle sauce, whisk the sour cream, adobo sauce, and chipotle chili powder in a small bowl. Cover and refrigerate until you are ready to serve.Assemble the tacos, by spreading a thin layer of the chipotle sauce on warmed through tortillas. Top with salsa verde chicken, red cabbage slaw and a sprinkling of queso fresco cheese and cilantro.Enjoy immediately!",14,45,https://xeucxcfsrxiytajlaskq.supabase.co/storage/v1/object/public/recipe-images/713957.jpg,2026-03-14 22:24:06.314723+00,2026-03-14 22:24:06.414+00
